,tiplabel,Genus,Family,lambda_ClaDS,Order,BodyLength_mm,BodyMass_g,Nocturnality,Verticality,Longitude,Latitude,TempSeasonality,RangeSize,AnnuMeanTemp,AnnuPrecip,PrecipSeasonality,Elevation,Afrotropic,Australasia,IndoMalay,Nearctic,Neotropic,Oceania,Palearctic,lambda_BAMM
120,Allobates_granti,Allobates,Dendrobatidae,0.040960126,Anura,18.4,0.7,0,0.5,-53.46997132,3.384087506,872.8691254,8,253.602577,2505.480482,47.10162974,185.2504525,0,0,0,0,1,0,0,0.050108611
121,Allobates_grillisimilis,Allobates,Dendrobatidae,0.041484326,Anura,16,0.6,0,0.5,-58.42428431,-3.932899477,610.648299,3,264.7941794,2184.937312,40.41838279,37.92628492,0,0,0,0,1,0,0,0.050112016
122,Allobates_hodli,Allobates,Dendrobatidae,0.038904511,Anura,28.1,1.944993573,0.5,0.5,-64.82928387,-9.453894041,521.6107929,4,252.451809,1870.343216,58.96910422,148.8493841,0,0,0,0,1,0,0,0.050244284
123,Allobates_humilis,Allobates,Dendrobatidae,0.049442187,Anura,21.8,1.3,0,0.5,-70.33506214,9.084995426,420.6752755,1,200.8422176,1372.142011,43.70778237,1359.151067,0,0,0,0,1,0,0,0.050269832
124,Allobates_ignotus,Allobates,Dendrobatidae,0.046014845,Anura,20.9,0.98,0,0.5,-73.13040625,9.726351362,420.2704406,2,242.5333751,1795.952974,56.09538547,544.242129,0,0,0,0,1,0,0,0.050248684
125,Allobates_insperatus,Allobates,Dendrobatidae,0.047834603,Anura,17.7,1,0,0.5,-76.8715397,-0.757660574,503.1772893,6,236.1413563,3996.576436,21.96195413,449.4644718,0,0,0,0,1,0,0,0.050519383
126,Allobates_juanii,Allobates,Dendrobatidae,0.042246829,Anura,24.3,1.559967948,0,0.5,-72.05992415,6.989957485,446.3688696,2,187.6513507,2691.357421,44.51162127,1580.882862,0,0,0,0,1,0,0,0.050144809
127,Allobates_kingsburyi,Allobates,Dendrobatidae,0.037308199,Anura,25,1.3,0,0.5,-77.72991345,-0.692040473,479.0991673,4,183.8394724,2808.126188,23.91088596,1566.709066,0,0,0,0,1,0,0,0.050098841
128,Allobates_mandelorum,Allobates,Dendrobatidae,0.040766336,Anura,26,1.68,0,0.5,-64.01819241,10.08261284,615.1965389,2,249.4914583,1110.724713,62.65414314,260.5330021,0,0,0,0,1,0,0,0.05018905
129,Allobates_marchesianus,Allobates,Dendrobatidae,0.040138635,Anura,16.59,0.57,0,0.5,-63.58915194,-4.836451674,508.3388064,316,250.367541,2481.995055,45.32778586,161.8688257,0,0,0,0,1,0,0,0.050080148
130,Allobates_masniger,Allobates,Dendrobatidae,0.040384084,Anura,21.5,1.2,0,0.5,-55.5954082,-3.803090507,590.8636098,5,258.1216103,2085.306756,53.95878952,108.0614339,0,0,0,0,1,0,0,0.050161132
131,Allobates_mcdiarmidi,Allobates,Dendrobatidae,0.040326882,Anura,24.3,1.46,0,0.5,-67.15672784,-16.10140431,1509.784848,9,169.727945,1584.805969,59.28360648,1933.692858,0,0,0,0,1,0,0,0.050298786
132,Allobates_melanolaemus,Allobates,Dendrobatidae,0.048613773,Anura,23.6,1.45,0,0.5,-73.00383978,-3.361326549,405.1841098,4,248.3278079,3011.969597,16.82238305,127.2288272,0,0,0,0,1,0,0,0.050746108
133,Allobates_myersi,Allobates,Dendrobatidae,0.037978155,Anura,32.8,3,0,0.5,-70.59811902,-0.964650238,457.0823328,13,243.925879,3535.079303,22.06916659,150.3970382,0,0,0,0,1,0,0,0.050111424
134,Allobates_nidicola,Allobates,Dendrobatidae,0.039552672,Anura,21.4,1.2,0.5,0.5,-60.45530204,-3.62077482,468.3094444,1,262.670625,2370.793403,40.32847222,32.75486111,0,0,0,0,1,0,0,0.050117926
135,Allobates_niputidea,Allobates,Dendrobatidae,0.0458527,Anura,18,0.66,0,0.5,-74.50771836,6.115866614,450.4632926,2,248.9432032,2661.77578,37.78329351,503.9795457,0,0,0,0,1,0,0,0.050442454
136,Allobates_olfersioides,Allobates,Dendrobatidae,0.040381262,Anura,19,0.7,0,0.5,-40.2660314,-16.99916697,1611.971415,49,236.3881667,1275.522807,48.98538207,296.3051738,0,0,0,0,1,0,0,0.050231362
137,Allobates_ornatus,Allobates,Dendrobatidae,0.042323164,Anura,18.4,0.7,0,0.5,-76.36691762,-6.501147152,550.0571625,1,235.5727273,1473.752204,26.81928375,661.9984504,0,0,0,0,1,0,0,0.050116115
138,Allobates_paleovarzensis,Allobates,Dendrobatidae,0.044626945,Anura,22.4,1.4,0.5,0.5,-60.80882005,-3.389826354,436.275823,6,261.4235048,2503.827818,38.52409822,38.2375306,0,0,0,0,1,0,0,0.050044155
139,Allobates_peruvianus,Allobates,Dendrobatidae,0.03652124,Anura,21,1.14,0,0.5,-66.5052497,-7.814965633,445.7234471,67,251.1018364,2180.318381,52.81517115,152.2811183,0,0,0,0,1,0,0,0.050078937
140,Allobates_picachos,Allobates,Dendrobatidae,0.037684278,Anura,18.8,0.67,0,0.5,-74.81558096,2.865936763,535.714375,1,193.1213889,2222.219167,41.41375,1426.526285,0,0,0,0,1,0,0,0.050134839
141,Allobates_pittieri,Allobates,Dendrobatidae,0.048615064,Anura,18.8,0.66,0,0.5,-68.52291524,10.24276034,520.8234599,5,240.156199,1100.632773,56.30229043,499.8804776,0,0,0,0,1,0,0,0.050291286
142,Allobates_sanmartini,Allobates,Dendrobatidae,0.051656418,Anura,25.4,1.6,0,0.5,-65.89138563,7.611559418,886.9734615,3,264.2693111,1836.337713,78.9506339,127.2487433,0,0,0,0,1,0,0,0.050971625
143,Allobates_subfolionidificans,Allobates,Dendrobatidae,0.051074782,Anura,18.7,0.7,0.5,0.5,-67.56020036,-9.605147661,642.9605874,1,251.1364754,1911.032787,60.09665301,171.8357923,0,0,0,0,1,0,0,0.051001525
144,Allobates_sumtuosus,Allobates,Dendrobatidae,0.042186158,Anura,19,0.69,0,0.5,-55.40129944,-1.524850736,717.7032369,32,256.0898586,2318.082405,41.52445634,140.9057204,0,0,0,0,1,0,0,0.050074285
145,Allobates_talamancae,Allobates,Dendrobatidae,0.041425765,Anura,25,1.15,0,0.5,-78.6223935,6.486620655,302.245429,34,243.2839257,3898.746686,38.09280824,282.9712167,0,0,0,0,1,0,0,0.049951091
146,Allobates_trilineatus,Allobates,Dendrobatidae,0.045591086,Anura,18.6,0.54,0,0.5,-71.55483341,-8.214666048,754.954365,103,247.0061737,2377.205226,37.57501344,257.2793617,0,0,0,0,1,0,0,0.050089756
147,Allobates_undulatus,Allobates,Dendrobatidae,0.039857528,Anura,25,1.21,0,0.5,-65.88078974,5.577120375,335.9114998,2,235.0883958,2612.655415,75.63340739,569.0012183,0,0,0,0,1,0,0,0.050026687
148,Allobates_vanzolinius,Allobates,Dendrobatidae,0.041069233,Anura,22.9,1.41,0,0.5,-67.03416877,-4.908249633,358.2188463,15,251.8969372,2651.249934,36.86602156,105.2646108,0,0,0,0,1,0,0,0.050175657
149,Allobates_wayuu,Allobates,Dendrobatidae,0.048662039,Anura,19.7,0.7,0.5,0.5,-71.33148407,12.14548862,829.2233713,1,271.6102822,305.5726104,97.70616044,39.35616531,0,0,0,0,1,0,0,0.050104422
150,Allobates_zaparo,Allobates,Dendrobatidae,0.039341914,Anura,30,2.59,0,0.5,-76.41187292,-1.760783545,480.5404716,8,237.7592787,3722.61474,21.9485034,344.9551812,0,0,0,0,1,0,0,0.050060779
151,Allopaa_barmoachensis,Allopaa,Dicroglossidae,0.065730897,Anura,61,13,1,0.5,74,33.49995752,7023.685346,4,202.100775,1071.658221,97.16557469,666.1932521,0,0,1,0,0,0,0,0.071897139
152,Allopaa_hazarensis,Allopaa,Dicroglossidae,0.070363704,Anura,85.31,58.81,1,0.5,73.98502732,34.26762742,7322.514858,10,97.79277625,998.5812011,62.12566139,2141.087348,0,0,0.4,0,0,0,0.6,0.071954327
153,Allophryne_relicta,Allophryne,Allophrynidae,0.054457528,Anura,21.9,0.99,1,1,-39.2833,-14.5833134,1331.945169,1,238.5800615,1327.673267,23.86357118,220.5518817,0,0,0,0,1,0,0,0.068200184
154,Allophryne_resplendens,Allophryne,Allophrynidae,0.055631014,Anura,28.4,1.49,1,1,-71.7555,-4.459994941,390.9234991,3,250.1121819,2734.297805,21.27834188,128.1861365,0,0,0,0,1,0,0,0.06837098
155,Allophryne_ruthveni,Allophryne,Allophrynidae,0.056938866,Anura,28,1.19,0.5,0.75,-58.32436929,-1.207760665,602.8673247,311,251.1408498,2330.123999,53.79604935,221.0394716,0,0,0,0,1,0,0,0.068394156
156,Alsodes_australis,Alsodes,Alsodidae,0.113523002,Anura,60.1,27.63,1,0.5,-74.66957002,-49.14650855,3222.814193,9,55.71411175,1627.166182,29.80142195,637.5727085,0,0,0,0,1,0,0,0.219119566
157,Alsodes_barrioi,Alsodes,Alsodidae,0.130627821,Anura,59.9,25.7,1,0.5,-73.17588119,-37.93912765,3304.578167,3,117.6251657,1346.201016,71.18394263,128.3204584,0,0,0,0,1,0,0,0.219276295
158,Alsodes_coppingeri,Alsodes,Alsodidae,0.113507201,Anura,44,14.33,1,0.5,-72.75,-39.94994609,3563.632097,3,102.9333349,2088.133209,49.28820811,340.4706733,0,0,0,0,1,0,0,0.219119566
159,Alsodes_gargola,Alsodes,Alsodidae,0.124929508,Anura,40.8,10.72999534,1,0.75,-70.48785698,-38.42081057,4636.550317,5,71.92265434,832.6129104,64.31870725,1230.857342,0,0,0,0,1,0,0,0.21926917
160,Alsodes_hugoi,Alsodes,Alsodidae,0.112468748,Anura,70.7,31.85,1,0.5,-71.14348454,-35.29228562,4786.862143,1,150.9238101,746.4523742,97.27707494,287.934042,0,0,0,0,1,0,0,0.219234578
161,Alsodes_igneus,Alsodes,Alsodidae,0.129110845,Anura,66.7,29.62,1,0.5,-71.7932797,-38.19486745,4522.9546,1,71.1030303,1334.581548,67.07483766,1242.877029,0,0,0,0,1,0,0,0.219274486
162,Alsodes_kaweshkari,Alsodes,Alsodidae,0.127140923,Anura,62.2,29.94,1,0.5,-74.01098471,-49.08923282,2730.578332,4,43.47209457,1800.632362,13.45852321,459.0534422,0,0,0,0,1,0,0,0.219198201
163,Alsodes_montanus,Alsodes,Alsodidae,0.126165852,Anura,44.35,22.08,1,0.75,-70.29589879,-33.97201652,5749.12225,3,80.20638672,589.3451609,98.5253377,1870.548393,0,0,0,0,1,0,0,0.219260246
164,Alsodes_monticola,Alsodes,Alsodidae,0.112719698,Anura,49.1,15,1,0.5,-74.14109285,-47.07513254,2526.466193,1,75.93714746,2329.353967,15.93128709,140.7940238,0,0,0,0,1,0,0,0.219078744
165,Alsodes_neuquensis,Alsodes,Alsodidae,0.139472841,Anura,52,16.62,1,0.5,-70.26924,-38.88402813,5260.066005,2,81.44616368,366.7735629,68.72810062,1315.47115,0,0,0,0,1,0,0,0.21926917
166,Alsodes_nodosus,Alsodes,Alsodidae,0.095162904,Anura,58.5,25.6,1,0.75,-70.43741141,-33.01480667,5624.11483,4,82.1020986,367.0885542,104.5745028,1955.318157,0,0,0,0,1,0,0,0.192858046
167,Alsodes_norae,Alsodes,Alsodidae,0.131290779,Anura,61.4,28,1,0.5,-73.24640109,-39.57674611,3220.439722,1,113.1524826,1745.982666,57.96063069,122.7545139,0,0,0,0,1,0,0,0.21923851
168,Alsodes_pehuenche,Alsodes,Alsodidae,0.121439531,Anura,60.4,24,1,0.25,-70.38947658,-35.98442668,5443.11295,1,45.64487613,711.817455,80.91390766,2262.590991,0,0,0,0,1,0,0,0.219245352
169,Alsodes_tumultuosus,Alsodes,Alsodidae,0.116272016,Anura,63.25,39.04,1,0.5,-70.21447952,-33.24902926,5783.828125,1,89.02939815,523.8840856,101.5668403,1744.976447,0,0,0,0,1,0,0,0.219247934
170,Alsodes_valdiviensis,Alsodes,Alsodidae,0.110209561,Anura,63.4,33.19,1,0.5,-73.4925346,-40.08635782,3220.439722,1,113.1524826,1745.982666,57.96063069,122.7545139,0,0,0,0,1,0,0,0.219090497
171,Alsodes_vanzolinii,Alsodes,Alsodidae,0.09509035,Anura,51.1,14.09,1,0.5,-73.41956024,-37.2703479,3280.665923,1,117.6168389,1442.321512,76.12517614,146.2503311,0,0,0,0,1,0,0,0.192978599
172,Alsodes_verrucosus,Alsodes,Alsodidae,0.113157319,Anura,42.4,11.76,1,0.5,-71.6588105,-38.72046159,4294.454526,3,76.71587653,1503.705057,61.96757897,1059.734015,0,0,0,0,1,0,0,0.219119566
173,Alsodes_vittatus,Alsodes,Alsodidae,0.094292515,Anura,37.8,5.34,1,0.5,-71.44165766,-38.18646084,4522.9546,1,71.1030303,1334.581548,67.07483766,1242.877029,0,0,0,0,1,0,0,0.193008824
174,Altiphrynoides_malcolmi,Altiphrynoides,Bufonidae,0.058250016,Anura,31.5,2.32,0,0.75,39.79175215,6.95497853,887.6362948,1,137.6035124,1071.059711,56.56432507,2722.048967,1,0,0,0,0,0,0,0.081311352
175,Altiphrynoides_osgoodi,Altiphrynoides,Bufonidae,0.057079324,Anura,62,18.71,1,0.5,38.64732392,6.306752912,1147.352052,4,168.6344757,1273.008261,55.81242783,2140.994434,1,0,0,0,0,0,0,0.081311335
176,Alytes_cisternasii,Alytes,Alytidae,0.024722206,Anura,50,6.1,1,0.75,-6.139714098,39.31169596,5956.27628,24,152.1420002,657.9792505,50.90347999,505.7217466,0,0,0,0,0,0,1,0.031883346
177,Alytes_dickhilleni,Alytes,Alytidae,0.025767253,Anura,55,4.11,1,0.75,-2.884666191,37.57488162,6319.307596,8,142.7511307,492.7357988,47.40264739,712.579856,0,0,0,0,0,0,1,0.03172557
178,Alytes_maurus,Alytes,Alytidae,0.023208805,Anura,43,4.1,1,0.75,-5.036224259,35.07033625,4928.796869,5,162.9308653,689.235993,69.67371037,457.0440574,0,0,0,0,0,0,1,0.031732809
179,Alytes_muletensis,Alytes,Alytidae,0.026183583,Anura,40,2.31,1,0.75,2.828197933,39.80066241,4768.431809,3,166.18398,678.8715264,51.96806711,24.17431364,0,0,0,0,0,0,1,0.031718962
180,Alytes_obstetricans,Alytes,Alytidae,0.024794771,Anura,55,13.4,0.5,0.5,0.826631796,45.03193508,5628.775446,121,114.5776085,834.4608864,23.38487004,445.6897747,0,0,0,0,0,0,1,0.031736751
181,Amazophrynella_bokermanni,Amazophrynella,Bufonidae,0.05143698,Anura,28,1.45,0,0.5,-57.69440025,-3.164891645,740.5864554,10,262.4745776,2256.35045,50.53060666,49.68632509,0,0,0,0,1,0,0,0.080442403
182,Amazophrynella_manaos,Amazophrynella,Bufonidae,0.053481203,Anura,24.7,1,0,0.5,-60.02961458,-2.590532645,529.0861629,2,262.5803238,2438.540509,43.75884792,60.40144261,0,0,0,0,1,0,0,0.080430202
183,Amazophrynella_minuta,Amazophrynella,Bufonidae,0.051680179,Anura,21,0.64,0,0.5,-62.87929178,-3.816747748,579.8924994,479,250.8620778,2393.867196,47.77968221,188.4902719,0,0,0,0,1,0,0,0.080355633
184,Amazophrynella_vote,Amazophrynella,Bufonidae,0.050252698,Anura,25.7,1.2,0.5,0.5,-60.6305,-9.179149702,504.3152616,4,249.1561628,2127.087784,68.22392981,187.7021776,0,0,0,0,1,0,0,0.080340421
185,Ambystoma_altamirani,Ambystoma,Ambystomatidae,0.057008228,Caudata,205,30,0.5,0.75,-99.34806126,19.11003335,1697.00538,2,174.1263123,938.584377,96.46474181,2093.512709,0,0,0,0,1,0,0,0.089444018
186,Ambystoma_amblycephalum,Ambystoma,Ambystomatidae,0.035252807,Caudata,161,17,1,0.5,-101.3538339,19.64137707,1841.477995,1,176.6919922,939.0875,104.8076172,1948.784473,0,0,0,0,1,0,0,0.041914945
187,Ambystoma_andersoni,Ambystoma,Ambystomatidae,0.08079631,Caudata,214,108,0.5,0.25,-102.2097219,19.75502191,1827.677799,1,199.2226563,962.9367188,104.3680339,1491.54401,0,0,0,0,1,0,0,0.090219581
188,Ambystoma_annulatum,Ambystoma,Ambystomatidae,0.075696503,Caudata,238,204.94,1,0.75,-92.94916216,36.66215648,8562.697878,25,144.5973535,1126.398105,22.39572984,274.5341301,0,0,0,1,0,0,0,0.08962012
189,Ambystoma_barbouri,Ambystoma,Ambystomatidae,0.070075055,Caudata,168,18.4,1,0.25,-84.89553841,38.52456605,8522.511098,19,129.956663,1134.926707,16.10360994,250.5398218,0,0,0,1,0,0,0,0.089776937
190,Ambystoma_bishopi,Ambystoma,Ambystomatidae,0.071156279,Caudata,112,31.10986982,1,0,-85.73176054,30.77933937,5990.102268,9,193.1141021,1476.891655,23.45261497,45.25260125,0,0,0,1,0,0,0,0.089803413
191,Ambystoma_bombypellum,Ambystoma,Ambystomatidae,0.051460168,Caudata,142,16.67,0.5,0.75,-99.51010111,19.86844059,1868.870964,1,140.4434245,867.960026,90.16660156,2642.020443,0,0,0,0,1,0,0,0.086403458
192,Ambystoma_californiense,Ambystoma,Ambystomatidae,0.076605017,Caudata,184,189.77,1,0.25,-120.4218411,37.49130911,5069.152018,12,155.298564,474.5008977,86.98664538,315.8277843,0,0,0,1,0,0,0,0.089839795
193,Ambystoma_cingulatum,Ambystoma,Ambystomatidae,0.071374054,Caudata,129,45.72,0,0.25,-82.52918383,31.207015,5915.942562,19,191.9855015,1292.022588,30.020516,43.55814401,0,0,0,1,0,0,0,0.08971644
194,Ambystoma_dumerilii,Ambystoma,Ambystomatidae,0.085487586,Caudata,282,99.5,0.5,0.25,-101.630116,19.57350284,1841.477995,1,176.6919922,939.0875,104.8076172,1948.784473,0,0,0,0,1,0,0,0.090219581
195,Ambystoma_flavipiperatum,Ambystoma,Ambystomatidae,0.037234462,Caudata,188,29.4,1,0.75,-103.4416932,20.39278173,2233.126432,1,200.0338542,855.3333333,111.0716797,1560.424447,0,0,0,0,1,0,0,0.041724268
196,Ambystoma_gracile,Ambystoma,Ambystomatidae,0.04747054,Caudata,219,30.28,0,0.75,-122.7974558,44.31046604,5403.482252,66,76.36818757,1711.905542,57.32872939,693.8786525,0,0,0,1,0,0,0,0.078614807
197,Ambystoma_granulosum,Ambystoma,Ambystomatidae,0.033959453,Caudata,169,23.5,1,0.75,-99.65913581,19.64838651,1868.870964,1,140.4434245,867.960026,90.16660156,2642.020443,0,0,0,0,1,0,0,0.041903955
198,Ambystoma_jeffersonianum,Ambystoma,Ambystomatidae,0.05591484,Caudata,210,17.2,0,0.75,-79.06435677,40.64247663,8720.744336,77,105.1138551,1068.970853,14.30124593,316.5204137,0,0,0,1,0,0,0,0.089496663
199,Ambystoma_laterale,Ambystoma,Ambystomatidae,0.062877842,Caudata,129,4.4,1,0.25,-80.98885924,48.46243386,10754.97448,269,35.42260948,901.853754,28.03944232,307.5867272,0,0,0,1,0,0,0,0.08945991
200,Ambystoma_leorae,Ambystoma,Ambystomatidae,0.046055438,Caudata,207,33.9,0,0.75,-98.70506844,19.27842062,1911.178711,1,138.2865885,723.5638672,81.76614583,2578.601237,0,0,0,0,1,0,0,0.078702819
201,Ambystoma_lermaense,Ambystoma,Ambystomatidae,0.071762609,Caudata,251,35.1,0,0.75,-99.70268312,19.40452441,1868.870964,1,140.4434245,867.960026,90.16660156,2642.020443,0,0,0,0,1,0,0,0.089758385
202,Ambystoma_mabeei,Ambystoma,Ambystomatidae,0.07037323,Caudata,170,28.09,0,0.25,-78.80867696,34.59293793,6810.769862,23,172.2510117,1239.857306,23.26490207,40.38923678,0,0,0,1,0,0,0,0.089571372
203,Ambystoma_macrodactylum,Ambystoma,Ambystomatidae,0.066305586,Caudata,170,4.85,1,0.25,-120.9144471,49.07440755,7352.433778,168,50.62604309,871.497433,41.56672019,1153.274079,0,0,0,1,0,0,0,0.089454643
204,Ambystoma_maculatum,Ambystoma,Ambystomatidae,0.053107897,Caudata,248,30.33,0,0.25,-82.42794702,38.14595368,8872.966626,367,103.3009746,1101.587815,19.52945452,261.2816691,0,0,0,1,0,0,0,0.086417763
205,Ambystoma_mavortium,Ambystoma,Ambystomatidae,0.073781624,Caudata,203.2,5,1,0.5,-104.9588936,40.08957526,9097.985847,352,101.7427929,435.9173468,53.05484023,1162.214298,0,0,0,1,0,0,0,0.089803456
206,Ambystoma_mexicanum,Ambystoma,Ambystomatidae,0.083119832,Caudata,300,110,0,0.25,-99.02334509,19.15194874,1878.552112,2,139.9498825,834.9183079,88.24435174,2627.508426,0,0,0,0,1,0,0,0.090221878
207,Ambystoma_opacum,Ambystoma,Ambystomatidae,0.055863014,Caudata,117,8.8,1,0.5,-85.82687175,35.09717337,7591.448041,205,156.4296833,1242.883839,18.09065841,176.361575,0,0,0,1,0,0,0,0.089421518
208,Ambystoma_ordinarium,Ambystoma,Ambystomatidae,0.083557898,Caudata,191,96.81,0,0.5,-100.7707385,19.48593397,1870.155678,2,176.7047758,950.5351636,101.2300708,1991.541215,0,0,0,0,1,0,0,0.090219581
209,Ambystoma_rivulare,Ambystoma,Ambystomatidae,0.061252239,Caudata,172,18.7,1,0.5,-99.32536358,19.23233787,1730.025281,2,167.6549432,925.0155807,95.25470333,2198.895479,0,0,0,0,1,0,0,0.089454767
210,Ambystoma_rosaceum,Ambystoma,Ambystomatidae,0.079548815,Caudata,165,136.33,1,0.5,-107.0853104,26.61999214,4529.803282,28,164.2044118,770.969825,95.85180836,1689.07803,0,0,0,0.821428571,0.178571429,0,0,0.090227593
211,Ambystoma_silvense,Ambystoma,Ambystomatidae,0.076907605,Caudata,159,17.29,1,0.5,-105.20868,23.91526657,3635.277933,4,147.1181107,918.7379801,91.7617769,2081.899557,0,0,0,1,0,0,0,0.089713276
212,Ambystoma_talpoideum,Ambystoma,Ambystomatidae,0.041163192,Caudata,122,5.93,0,0.25,-86.77469507,32.78540521,6948.829292,106,176.690106,1336.430323,20.48753387,116.570039,0,0,0,1,0,0,0,0.06415689
213,Ambystoma_taylori,Ambystoma,Ambystomatidae,0.055094044,Caudata,230,76.04,0,0.75,-97.48301721,19.36587662,2066.473112,1,151.8128255,1229.122135,68.65709635,2070.676139,0,0,0,0,1,0,0,0.089410371
214,Ambystoma_texanum,Ambystoma,Ambystomatidae,0.071826911,Caudata,178,10.98,1,0.25,-91.94171607,35.47141899,8157.938985,168,156.2585804,1118.396816,24.36196108,200.4506961,0,0,0,1,0,0,0,0.089758274
215,Ambystoma_tigrinum,Ambystoma,Ambystomatidae,0.085950466,Caudata,330,46.45,0.5,0.25,-102.9615629,37.35936099,8355.312846,631,120.0057947,550.1605407,52.26392631,1044.054321,0,0,0,0.971473851,0.028526149,0,0,0.090110074
216,Ambystoma_velasci,Ambystoma,Ambystomatidae,0.03556642,Caudata,169,44.03,0.5,0.25,-103.4292223,24.4716786,3898.117483,79,177.9326313,572.9589676,89.50132609,1773.408582,0,0,0,0.746835443,0.253164557,0,0,0.041801071
217,Ameerega_altamazonica,Ameerega,Dendrobatidae,0.083915324,Anura,25,1.3,0.5,0.5,-76.23681251,-6.511095416,543.7546808,4,229.7002388,1872.837221,28.42241417,787.4208507,0,0,0,0,1,0,0,0.058652338
218,Ameerega_andina,Ameerega,Dendrobatidae,0.085199378,Anura,22,1.13,0,1,-77.68990862,1.61194755,217.9616667,1,146.5875694,1929.901528,30.58590278,2260.211146,0,0,0,0,1,0,0,0.058942459
219,Ameerega_bassleri,Ameerega,Dendrobatidae,0.075860433,Anura,42,4.87,0,0.5,-76.77619562,-6.245729239,542.2984395,6,216.4789336,1609.497325,26.6492691,972.9330191,0,0,0,0,1,0,0,0.058561424
220,Ameerega_berohoka,Ameerega,Dendrobatidae,0.083221842,Anura,24.3,1.3,0,0.5,-53.10941038,-16.90422498,1186.24079,8,239.8071169,1623.835805,76.14436021,602.9035418,0,0,0,0,1,0,0,0.058529542
221,Ameerega_bilinguis,Ameerega,Dendrobatidae,0.076744135,Anura,25,1.3,0,0.5,-76.70759255,-0.180107085,486.7794665,8,226.8631684,3416.145096,23.07517676,632.702039,0,0,0,0,1,0,0,0.058478934
222,Ameerega_boliviana,Ameerega,Dendrobatidae,0.078343692,Anura,26.6,1.55,0,0.5,-67.79039364,-15.52530644,1445.343734,6,168.9667445,1393.289974,58.45348315,1946.657505,0,0,0,0,1,0,0,0.058580703
223,Ameerega_braccata,Ameerega,Dendrobatidae,0.073058975,Anura,21.8,1.01,0,0.5,-55.4903099,-17.24284354,1447.730349,36,252.0313802,1439.009915,68.80907904,327.9041245,0,0,0,0,1,0,0,0.058548626
224,Ameerega_cainarachi,Ameerega,Dendrobatidae,0.083701161,Anura,31.3,2.25,0,0.5,-76.33950676,-5.817899858,478.1216253,1,236.7884298,1942.014256,25.4803719,512.4988981,0,0,0,0,1,0,0,0.058907956
225,Ameerega_erythromos,Ameerega,Dendrobatidae,0.081321646,Anura,25.2,1.32,0,0.5,-79.90873013,0.223703809,457.1577635,2,235.8597684,2089.991503,79.70658061,318.584823,0,0,0,0,1,0,0,0.058743331
226,Ameerega_flavopicta,Ameerega,Dendrobatidae,0.075282387,Anura,28,1.7,0,0.25,-47.60244324,-13.709768,1235.950172,107,240.8373706,1559.959963,79.03204668,566.5421049,0,0,0,0,1,0,0,0.058450553
227,Ameerega_hahneli,Ameerega,Dendrobatidae,0.077973795,Anura,24,0.93,0,0.5,-64.15385477,-3.240071968,543.3735987,376,251.2390523,2483.417247,43.43140239,161.454002,0,0,0,0,1,0,0,0.058743331
228,Ameerega_ignipedis,Ameerega,Dendrobatidae,0.079529824,Anura,24.2,1.24,0,0.5,-73.75640413,-8.144765217,458.2072066,3,248.3450459,2144.039789,42.30073341,255.7817136,0,0,0,0,1,0,0,0.058567864
229,Ameerega_ingeri,Ameerega,Dendrobatidae,0.074607733,Anura,27,1.58,0,0.5,-75.6205389,1.351257305,575.7390972,1,242.3124306,3639.648542,35.74465278,319.9143056,0,0,0,0,1,0,0,0.058532349
230,Ameerega_labialis,Ameerega,Dendrobatidae,0.087526234,Anura,26,1.43,0,0.5,-73.59475,-4.486455002,378.2588194,1,251.2370833,2571.855972,23.90875,132.6211806,0,0,0,0,1,0,0,0.058599135
231,Ameerega_macero,Ameerega,Dendrobatidae,0.085317431,Anura,31.3,2.4,0,0.75,-71.93124197,-11.23320418,655.7087435,20,238.3452178,1628.772967,53.51446423,494.1385953,0,0,0,0,1,0,0,0.058564693
